"address","geohash","s2","addr_res","gh_res","s2_res","tp"
"Pintu Satu Asrama Dodiklatpur, Jalan Tiro No. 10, Daya Cot, Dayah Cot, Tiro/truseb, Kab. Pidie, Nanggroe Aceh Darussalam (Nad) 24174, Indonesia","w0ujx0b5wxc6","5075b20e2302de6d","[2,632,699,548,0,4,6,14874,7,110,4,1238,5101,4,6854,5101,4,14874,11,0,4,9,1898,4,251,154,219,53,252,54,0,4,5,3,1,1,1]","[2,5,10,6,28,9,10,19,24,5,9,30,18,3]","[2,4,7,9,4,14,11,7,15,11,13,7,11,6,15,17,6,3]","val"
"Jalan Nguter No. 3, RT.4/RW.2, Dusun Kebonan, Pasirian, Kab. Lumajang, Jawa Timur 67372, Indonesia","qw83mfkx8c1z","59f616a3f3558575","[2,6,7357,7,58,4,38,11,33,4,55,11237,4,7243,4,9,623,4,10,13,10042,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,29,25,26,34,9,8,30,27,14,3]","[2,4,10,12,17,8,17,5,13,12,13,4,4,16,4,9,4,3]","train"
"Jalan Dr Sutomo Gang Palang Merah No. 48, RT.4/RW.1, Kelurahan Kampung Baru, Tanjung Pinang Barat, Kota Tanjung Pinang, Kepulauan Riau 29113, Indonesia","w24m0yfw8ew8","509d99932a2db42f","[2,6,340,2133,17,4293,491,7,545,4,38,11,32,4,30,40,45,4,57,134,12,4,8,57,134,4,86,50,8729,4,5,3,1,1,1,1,1]","[2,5,15,21,25,10,17,26,5,8,35,5,8,3]","[2,4,7,10,6,10,10,10,13,11,5,11,6,14,19,11,12,3]","train"
"Masjid Attohirin, Gang Barokah, RT.1/RW.5, Cakung Barat, Cakung, Kota Jakarta Timur, Dki Jakarta 13950, Indonesia","qquh9xgm8r2h","5a0d2111c6246809","[2,107,0,4,17,812,4,25,11,49,4,207,12,4,207,4,8,15,13,4,20,15,1397,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,32,9,7,25,8,11,15,12,3]","[2,4,5,7,6,11,8,8,8,18,17,11,19,17,16,7,10,3]","train"
"Kavling Pilihan, Jalan Permata Pamulang Blok D2, Babakan, Setu, Kota Tangerang Selatan, Banten, Indonesia","qqggu7buhmzt","5a0d2bf052f08a4f","[2,369,0,4,6,166,311,14,868,4,174,4,288,4,8,29,16,4,23,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,6,31,19,6,12,25,14,20,3]","[2,4,5,7,6,11,14,12,7,4,11,12,7,16,5,19,12,3]","train"
"Masjid Albarokah, Jalan Perum Cempaka, RT.1/RW.9, Kampung Cimasuk Kidul, Suci, Karangpawitan, Kab. Garut, Jawa Barat 44182, Indonesia","qqswzumknmmv","5a0df1bc9b948567","[2,107,5494,4,6,56,225,4,25,11,94,4,40,16673,141,4,1784,4,1677,4,9,263,4,10,12,2454,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,23,5,14,6,25,34,22,25,25,13,3]","[2,4,5,7,6,12,8,14,18,10,14,10,19,16,4,17,9,3]","val"
"Pondok Ungu Permai, Blok G10 No. 3, RT.6/RW.11, Kaliabang Tengah, Bekasi Utara, Kota Bekasi, Jawa Barat 17125, Indonesia","qquhfurbhptb","5a0d1f626803a6b1","[2,60,1504,92,4,14,6616,7,58,4,62,11,145,4,1197,19,4,28,18,4,8,28,4,10,12,1787,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,12,26,6,11,19,12,16,20,19,3]","[2,4,5,7,6,8,12,17,11,17,16,7,13,5,17,14,8,3]","train"
"Perumahan Bukit Intan Residence, Jalan Lebung Permai Blok A2 No. 6, Bukit Baru, Alang-alang Lebar, Kota Palembang, Sumatera Selatan 30153, Indonesia","qr6rn5cz6zpr","5a7692cb7936b965","[2,24,104,765,105,4,6,5419,92,14,621,7,91,4,104,45,4,703,477,4,8,102,4,21,16,894,4,5,3,1,1,1,1,1,1,1,1]","[2,4,11,18,11,22,24,30,14,18,14,16,11,3]","[2,4,5,9,17,10,11,18,14,9,10,13,17,14,10,17,4,3]","train"
"Rumah H. Haer, RT.4/RW.6, Kampung Gebang, Cikupa, Kab. Tangerang, Banten 15710, Indonesia","qqgu8r1c8bxv","5a72d5fc19677a5d","[2,68,696,0,4,38,11,59,4,40,361,4,446,4,9,29,4,23,437,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,8,11,27,30,8,19,9,13,3]","[2,4,5,9,11,6,4,12,18,8,10,17,9,9,5,4,6,3]","train"
"Ruko Orange Groove, Jalan Raya Ciangsana Blok Sf No. 28, Ciangsana, Gunung Putri, Kab. Bogor, Jawa Barat 16968, Indonesia","qqu5cft40whh","5a0d23b40b9e3ad7","[2,194,2528,23485,4,6,22,1843,14,18678,7,265,4,1843,4,89,178,4,9,34,4,10,12,2570,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,30,26,20,21,10,5,12,12,3]","[2,4,5,7,6,11,13,14,19,7,14,10,15,13,5,6,9,3]","train"
"Gedung Taman Pembaharuan, No. 9 10, Nagri Kaler, Purwakarta, Kab. Purwakarta, Jawa Barat 41111, Indonesia","qqu6ufqegnvz","5a0da6dff4cbd985","[2,355,111,31012,4,7,109,110,4,4204,468,4,293,4,9,293,4,10,12,4182,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,18,6,26,4,35,7,22,13,14,3]","[2,4,5,7,6,5,17,6,12,12,19,18,14,6,10,16,4,3]","test"
"Unnamed Road, Mekarsari, Cicurug, Kab. Sukabumi, Jawa Barat 43359, Indonesia","qqgcmde1y6w6","5a0d31141b5a0d43","[2,3105,1794,4,698,4,2527,4,9,179,4,10,12,3737,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,30,25,33,35,27,17,18,5,18,3]","[2,4,5,7,6,13,8,8,19,8,14,4,5,7,6,19,13,3]","train"
"Perumahan Citra Mutiara, Blok C No. 24, Dusun Tempelsari, Pringapus, Kab. Semarang, Jawa Tengah 50553, Indonesia","qqwx459qscpb","5a1b2761bbd732a1","[2,24,216,223,4,14,119,7,242,4,55,33867,4,6788,4,9,84,4,10,19,9747,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,9,21,24,32,4,23,30,16,19,3]","[2,4,5,8,14,11,9,17,8,14,14,6,9,13,11,5,8,3]","train"
"Jalan Bangun Sari Gang Sobirin, RT.7, Bukit Timah, Dumai Selatan, Kota Dumai, Riau 28821, Indonesia","w22169cpum0w","5081b5252223a283","[2,6,755,76,17,26973,4,81,4,104,6308,4,527,16,4,8,527,4,50,8482,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,15,15,27,18,32,30,16,6,25,10,5,3]","[2,4,7,16,8,14,4,11,4,11,11,11,13,5,11,16,13,3]","test"
"Jalan Vila Intan II Blok L5 No. 9, Klayan, Gunung Jati (Cirebon Utara), Kab. Cirebon, Jawa Barat 45151, Indonesia","qqv1vzz1w4g6","5a0e161d6a3bff05","[2,6,1779,765,48,14,7078,7,109,4,6615,4,89,115,53,168,18,54,4,9,168,4,10,12,3106,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,13,27,13,14,14,27,5,21,7,18,3]","[2,4,5,7,15,8,17,8,6,17,5,13,14,12,12,7,4,3]","train"
"Indomaret, Jalan Bunga Kenanga No. 137, Padang Bulan Selayang Ii, P Bulan Selayang Ii, Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia","w0whhy4327yx","5078fc96ae4486e9","[2,639,4,6,421,634,7,3425,4,83,911,631,176,4,371,911,631,176,4,46,631,4,8,46,4,21,18,1916,4,5,3,1,1,1,1,1,1]","[2,5,10,5,12,12,17,21,29,15,31,17,9,3]","[2,4,7,9,16,12,18,10,17,5,15,19,19,16,17,15,10,3]","val"
"Jalan Dr Wahidin Shd 1a No. 21, RT.2/RW.5, Karangturi, Kebomas, Kab. Gresik, Jawa Timur 61121, Indonesia","qw8p5p98vgtd","5a1d7aff8bdcd1bf","[2,6,340,1468,24290,846,7,202,4,27,11,49,4,8648,4,942,4,9,197,4,10,13,2025,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,16,24,16,32,8,13,7,20,33,3]","[2,4,5,8,6,9,5,12,12,16,14,6,18,6,8,14,12,3]","train"
"Jalan Lagga IV No. 23, RT.8/RW.2, Kelurahan Lenteng Agung, Jagakarsa, Kota Jakarta Selatan, Dki Jakarta 12610, Indonesia","qqgup1j9ep1c","5a0d260a171d9cc7","[2,6,37301,123,7,227,4,108,11,33,4,30,1635,149,4,363,4,8,15,16,4,20,15,3532,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,16,27,28,32,35,16,27,30,3]","[2,4,5,7,6,11,17,7,5,8,9,8,6,10,18,18,9,3]","test"
"Gang Mushola No. 147, RT.2/RW.3, Pabuaran Barat, Pondok Karya, Pondok Aren, Kota Tangerang Selatan, Banten 15225, Indonesia","qqgukuj3p7t6","5a0d29719623f245","[2,17,454,7,3854,4,27,11,35,4,520,12,4,60,199,4,60,307,4,8,29,16,4,23,4400,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,34,6,28,29,16,31,20,18,3]","[2,4,5,7,6,11,10,9,8,10,17,11,13,12,11,19,4,3]","train"
"Jalan Prof Dr Hamka Gang Lorong Bahagia No. 569i, RT.6/RW.4, Sukaraya, Baturaja Timur, Kab. Ogan Komering Ulu, Sumatera Selatan 32111, Indonesia","qr60ddjymgzm","5a7725754bcec293","[2,6,1021,340,4092,17,121,598,7,0,4,62,11,43,4,3018,4,1075,13,4,9,249,310,186,4,21,16,2744,4,5,3,1,1,1,1,1,1]","[2,4,11,18,10,33,33,28,17,25,7,14,25,3]","[2,4,5,9,9,11,4,9,4,19,14,18,15,18,11,10,13,3]","train"
"Pondok Aquarium, Jalan Kp, RT.9/RW.4, Sindang Jaya, Sindang Jaya, Kab. Tangerang, Banten 15560, Indonesia","qqgszuf6zzre","5a7329e45a49aa71","[2,60,9792,4,6,135,4,136,11,43,4,439,47,4,439,47,4,9,29,4,23,561,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,23,14,6,26,18,14,14,11,35,3]","[2,4,5,9,13,11,10,15,19,4,5,19,10,5,5,9,8,3]","train"
"Jalan Ansari No. 6, Sei Rengas I, Medan Area, Kota Medan, Sumatera Utara 20214, Indonesia","w0whmgbx5ers","5078e339027da9cb","[2,6,0,7,91,4,148,996,36,4,46,1048,4,8,46,4,21,18,6651,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,5,12,25,7,19,9,24,35,11,23,3]","[2,4,7,9,16,15,13,13,10,7,11,9,6,5,10,18,14,3]","train"
"Dparagon Kost Trikora, Jalan Trikora No. 1290, Demang Lebar Daun, Ilir Barat I, Kota Palembang, Sumatera Selatan 30137, Indonesia","qr6rp7sr3cvq","5a7692450bfd9573","[2,0,137,4582,4,6,4582,7,0,4,2360,477,2357,4,133,12,36,4,8,102,4,21,16,3055,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,11,16,31,23,11,29,30,13,4,3]","[2,4,5,9,17,10,11,19,4,7,14,12,6,10,4,9,13,3]","test"
"Kos Buk Lin, Jalan Kupang Gn Tim VI No. 33, RT.5/RW.6, Putat Jaya, Sawahan, Kota Surabaya, Jawa Timur 60253, Indonesia","qw8nt498csxu","5a1d7eecd6853843","[2,147,1831,20112,4,6,712,1412,657,226,7,326,4,52,11,59,4,1485,47,4,682,4,8,61,4,10,13,8649,4,5,3,1,1,1,1,1,1]","[2,4,5,8,22,20,21,32,8,30,23,9,6,3]","[2,4,5,8,6,9,15,15,18,6,17,16,4,13,16,19,13,3]","train"
"Masjid Nurul Huda, Jalan Raya Cadas Kukun No. 60, RT.4/RW.3, Kampung Karet, Sepatan, Kab. Tangerang, Banten 15520, Indonesia","qqgv11xdnzzz","5a732a877c271079","[2,107,346,920,4,6,22,4194,3565,7,675,4,38,11,35,4,40,683,4,611,4,9,29,4,23,1016,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,7,13,27,27,9,33,22,14,14,14,3]","[2,4,5,9,13,11,5,16,9,9,18,11,9,8,7,9,10,3]","train"
"Kantor Kecamatan Purbaratu, Jalan Depok Purbaratu No. 108, Purbaratu, Purbaratu, Kota Tasikmalaya, Jawa Barat 46196, Indonesia","qqsyr91nn73t","5a0e017284b437dd","[2,201,2718,7081,4,6,67,7081,7,1987,4,7081,4,7081,4,8,261,4,10,12,2219,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,23,17,11,32,27,22,22,31,29,20,3]","[2,4,5,7,15,7,8,9,11,16,19,14,19,13,9,6,6,3]","test"
"Jalan Kiara Condong Gang Adven No. 46 127a, RT.3/RW.14, Kebun Jayanti, Kebon Jayanti, Kiaracondong, Kota Bandung, Jawa Barat 40281, Indonesia","qqu89d8w82ng","5a0d971c4d23d061","[2,6,2246,2134,17,0,7,510,30999,4,31,11,264,4,574,2442,4,139,2442,4,1316,4,8,37,4,10,12,4369,4,5,3,1,1,1,1,1,1]","[2,4,4,6,8,32,33,8,5,8,15,22,7,3]","[2,4,5,7,6,10,9,8,18,19,6,11,13,6,7,17,8,3]","train"
"RT.1/RW.22, Jaranan, Argomulyo, Cangkringan, Kab. Sleman, Di Yogyakarta 55583, Indonesia","qqws3dv3brxb","5a1ae188a9481ab3","[2,25,11,1088,4,16965,4,3949,4,7958,4,9,160,4,82,70,11392,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,23,29,33,13,29,19,11,9,19,3]","[2,4,5,8,5,15,8,16,16,5,10,19,16,8,5,14,13,3]","train"
"Warung Mpok Ida, Jalan Lebak Para Gang Atam No. 106, RT.8/RW.2, Cijantung, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta 13770, Indonesia","qqgup94h07ju","5a0d25d7f6817a07","[2,69,6113,2607,4,6,276,15131,17,32456,7,1996,4,108,11,33,4,2855,4,79,850,4,8,15,13,4,20,15,3779,4,5,3,1,1,1,1,1]","[2,4,4,7,6,16,32,21,12,10,31,28,6,3]","[2,4,5,7,6,11,4,6,9,12,17,16,8,9,5,7,9,3]","train"
"Toko Serba Decor, Jalan Wr Supratman Gang Jambu No. 2, Cempaka Putih, Ciputat Timur, Kota Tangerang Selatan, Banten 15441, Indonesia","qqgujjj6bx35","5a0d293fb816a2df","[2,64,4656,25727,4,6,1554,2004,17,663,7,39,4,225,195,4,295,13,4,8,29,16,4,23,12426,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,28,28,28,18,19,9,29,24,3]","[2,4,5,7,6,11,10,13,12,14,16,8,17,5,11,6,12,3]","train"
"Gsi Korpri, Blok B # No. 14, RT.2/RW.9, Suradita, Cisauk, Kab. Tangerang, Banten 15841, Indonesia","qqggfmjsd3mx","5a72d4caa12a742b","[2,12072,2591,4,14,87,2183,7,164,4,27,11,94,4,2461,4,848,4,9,29,4,23,11528,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,26,25,28,23,33,29,25,9,3]","[2,4,5,9,11,6,19,18,5,5,8,11,5,9,19,11,14,3]","train"
"Blok G No. 49, Duriangkang, Sei/Sungai Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia","w24jbkbn2szg","509d6da0d266b425","[2,14,240,7,571,4,3712,4,148,11,98,854,4,8,74,4,86,50,1302,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,15,21,28,19,34,19,22,15,23,14,7,3]","[2,4,7,10,6,17,6,5,7,6,11,17,17,14,19,11,4,3]","train"
"Smpn 5, Jalan Yos Sudarso No. 182, Marengan Daya, Kota Sumenep, Kab. Sumenep, Jawa Timur 69417, Indonesia","qw8zzyc6udjm","59f6e022d199be51","[2,2149,72,4,6,888,779,7,5920,4,22781,1238,4,8,685,4,9,685,4,10,13,7632,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,14,14,17,30,18,6,33,28,25,3]","[2,4,10,12,17,15,7,11,11,6,8,10,10,14,15,4,8,3]","train"
"Jalan Ngentak IV Gang Mawar, RT.4, Dagen, Sewon, Kab. Bantul, Di Yogyakarta 55185, Indonesia","qqw7nxhu918z","5a1ae571021bb55d","[2,6,7258,123,17,390,4,38,4,15877,4,1270,4,9,236,4,82,70,6151,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,31,22,9,12,6,32,27,8,14,3]","[2,4,5,8,5,15,4,9,8,7,11,8,14,14,4,4,6,3]","train"
"Komp. Bsi 3, No. A7, Manggahang, Baleendah, Kab. Bandung, Jawa Barat 40375, Indonesia","qqu81u5hb600","5a0d912cdbdc2fab","[2,417,5429,58,4,7,1384,4,5408,4,569,4,9,37,4,10,12,956,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,27,6,24,12,19,18,10,10,3]","[2,4,5,7,6,10,8,11,18,6,14,6,18,11,12,5,14,3]","train"
"Kampung Suka Asih, Cilaku, Kab. Cianjur, Jawa Barat 43285, Indonesia","qqu0yfngwk0m","5a0d12e7c7d8dc69","[2,40,298,588,4,2428,4,9,278,4,10,12,3628,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,10,17,26,22,7,5,34,10,25,3]","[2,4,5,7,6,8,11,15,9,18,9,6,16,6,18,17,10,3]","train"
"Warung Sambel Belut Pak Wardi, Jalan Magersari, RT.1/RW.1, Kledokan, Depok, Kab. Sleman, Di Yogyakarta 55281, Indonesia","qqweb2eu4k93","5a1ae4759397df11","[2,69,10460,13185,175,19552,4,6,1768,4,25,11,32,4,8937,4,67,4,9,160,4,82,70,3028,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,35,19,15,35,6,21,34,32,29,3]","[2,4,5,8,5,15,19,9,4,10,13,10,9,6,12,8,8,3]","train"
"Bubur Ayam Cirebon, Jalan Pemuda, RT.4/RW.8, Depok, Pancoran Mas, Kota Depok, Jawa Barat 16436, Indonesia","qqggwdrmvwjm","5a0d2f608b365b09","[2,3245,388,168,4,6,967,4,38,11,73,4,67,4,306,142,4,8,67,4,10,12,2759,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,5,33,11,25,13,5,28,25,3]","[2,4,5,7,6,11,12,17,7,16,14,13,17,4,14,7,10,3]","train"
"Griya Permata Asri, Jalan Griya Permata Asri Blok C 11 No. 2, Dalung, Cipocok Jaya, Kota Serang, Banten 42121, Indonesia","qqgmp9gqtbwb","5a731e9fa65c6883","[2,78,166,106,4,6,78,166,106,14,119,128,7,39,4,1590,4,1001,47,4,8,97,4,23,2317,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,25,16,32,7,4,20,19,5,19,3]","[2,4,5,9,13,8,15,10,12,5,17,4,18,17,16,16,13,3]","train"
"Wirasana Indah, Blok C No. 3, Wirasana, Purbalingga, Kab. Purbalingga, Jawa Tengah 53318, Indonesia","qqty08mt62ev","5a10185c12113a3d","[2,22069,51,4,14,119,7,58,4,22069,4,695,4,9,695,4,10,19,28654,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,17,10,8,25,20,18,15,35,13,3]","[2,4,5,8,7,8,16,4,18,8,11,8,8,13,5,13,6,3]","train"
"Kos Orange, Jalan Dr M Hatta Kapalo Koto No. 95d, RT.1/RW.1, Cupak Tangah, Pauh, Kota Padang, Sumatera Barat 25161, Indonesia","qpz6trm0zn1z","5a801023ad6a3a3f","[2,147,2528,4,6,340,250,652,5651,257,7,0,4,25,11,32,4,5741,575,4,1391,4,8,83,4,21,12,4822,4,5,3,1,1,1,1,1,1]","[2,4,16,14,18,20,11,25,10,14,22,27,14,3]","[2,4,5,16,7,8,7,11,13,5,6,17,5,13,5,13,12,3]","train"
"Bekasi Timur Regensi 7 Cluster Fallopia, Blok F12 No. 75, Burangkeng, Setu, Kab. Bekasi, Jawa Barat 17320, Indonesia","qqu5grqkx7vs","5a0d1896b498d5f9","[2,28,13,1525,95,118,32386,4,14,6610,7,1039,4,2681,4,288,4,9,28,4,10,12,736,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,7,11,4,34,9,31,13,23,3]","[2,4,5,7,6,8,16,10,17,14,19,10,16,6,4,12,10,3]","train"
"Toko Blenda, Blok A No. 78, Kampung Bali, Tanah Abang, Kota Jakarta Pusat, Dki Jakarta 10250, Indonesia","qqguy9ee0d4x","5a0d2878cf09a29b","[2,64,0,4,14,66,7,1079,4,40,77,4,131,400,4,8,15,127,4,20,15,3391,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,17,32,35,35,10,33,21,9,3]","[2,4,5,7,6,11,16,9,16,18,12,7,10,5,11,10,14,3]","test"
"Gang Wakaf I, RT.13, Kampung 2, Desa Karang Endah, Alang-alang Lebar, Kota Palembang, Sumatera Selatan 30153, Indonesia","qr6jrezq7n0r","5a76e6b2c9735955","[2,17,7046,36,4,259,4,40,39,4,26,103,1465,4,703,477,4,8,102,4,21,16,894,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,28,11,35,14,4,31,22,10,11,3]","[2,4,5,9,17,15,17,14,11,18,10,9,13,4,10,4,4,3]","train"
"RT.2, Tegalwangi, Borobudur, Kab. Magelang, Jawa Tengah 56553, Indonesia","qqwkfcwb418c","5a1aea786087e4d1","[2,27,4,8853,4,2638,4,9,395,4,10,19,10955,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,34,26,30,5,19,21,27,8,30,3]","[2,4,5,8,5,15,5,9,16,17,7,16,9,15,19,6,8,3]","train"
"Perumahan Oma Indah Menganti, Blok F14 No. 12a, Bringkang, Menganti, Kab. Gresik, Jawa Timur 61174, Indonesia","qw8n9200xkz2","5a1d772d18b35abb","[2,24,3942,51,905,4,14,9365,7,727,4,12480,4,905,4,9,197,4,10,13,1317,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,22,32,15,10,10,9,34,14,15,3]","[2,4,5,8,6,9,9,11,6,8,16,14,13,4,5,14,14,3]","train"
"Perumahan Perseroan Terbatas Perta Arun Gas, Jalan Cilacap No. 80, Muara Satu, Batuphat Barat, Muara Satu, Kota Lhokseumawe, Nanggroe Aceh Darussalam (Nad) 24353, Indonesia","w0vj8mpxw3yd","5076fedc1dc375b5","[2,24,2121,2117,0,20983,1988,4,6,296,7,1081,4,177,699,4,15821,12,4,177,699,4,8,1947,4,251,154,219,53,252,54,7748,4,5,3,1,1]","[2,5,10,13,28,8,25,16,9,5,29,17,33,3]","[2,4,7,9,17,12,15,6,18,8,6,18,13,9,4,14,4,3]","val"
"Jalan Seroja Blok 3 No. 4, Tj. Senang, Tanjung Senang, Tanjung Senang, Kota Bandar Lampung, Lampung 35141, Indonesia","qr4ce8md1x6d","5a73e61f407e8f63","[2,6,1851,14,58,7,80,4,1301,1211,4,57,1211,4,57,1211,4,8,116,42,4,42,1723,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,21,30,35,8,25,33,27,9,18,33,3]","[2,4,5,9,13,15,17,8,12,19,7,9,15,16,12,17,13,3]","train"
"Perumahan Plajau Indah, Jalan Plajau Indah Blok C2 No. 27, Baroqah, Simpang Empat, Kab. Tanah Bumbu, Kalimantan Selatan 72213, Indonesia","qx6kx44tezzc","59e4c4a4b587082f","[2,24,11881,51,4,6,11881,51,14,717,7,262,4,8297,4,200,959,4,9,131,1134,4,44,16,3756,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,9,18,34,9,21,21,20,35,14,14,30,3]","[2,4,10,15,19,18,19,5,19,14,4,16,9,7,16,11,12,3]","train"
"Kantor Bpr Sinarmas Kc Leles, Jalan Raya Garut Bandung, Desa Haruman, Leles, Kab. Garut, Jawa Barat, Indonesia","qqsxx0pm1tnq","5a0dee086019bdad","[2,201,5294,12647,7757,3960,4,6,22,263,37,4,26,14754,4,3960,4,9,263,4,10,12,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,23,9,9,10,16,25,27,20,22,4,3]","[2,4,5,7,6,15,15,7,16,17,7,8,10,14,6,5,6,3]","train"
"Gudang Tsm Oesapa, Jalan Timor Raya, Oesapa, Kelapa Lima, Kota Kupang, Nusa Tenggara Timur (Ntt) 85211, Indonesia","qwpym8qp0sw8","59b3e64122e0e2e5","[2,494,22330,10145,4,6,6783,22,4,10145,4,112,609,4,8,712,4,114,125,13,53,2002,54,12846,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,5,16,17,25,8,4,16,10,23,5,8,3]","[2,4,10,14,13,15,17,19,8,11,11,15,7,15,11,15,4,3]","test"
"Panin Muara Karang, Jalan Pluit Karang Indah Timur No. 51, RT.5/RW.14, Pluit, Penjaringan, Kota Jakarta Utara, Dki Jakarta 14450, Indonesia","qqgvjvt17wg5","5a0d283b489fcf27","[2,12342,177,103,4,6,607,103,51,13,7,573,4,52,11,264,4,607,4,270,4,8,15,18,4,20,15,889,4,5,3,1,1,1,1,1,1]","[2,4,4,7,13,28,13,20,27,31,5,7,24,3]","[2,4,5,7,6,11,16,13,14,19,16,10,12,18,12,11,9,3]","test"
"Toko King Parfum, Jalan Raya Pasar Loji, Cintalaksana, Tegalwaru, Kab. Karawang, Jawa Barat 41364, Indonesia","qqu6bjdtecwv","5a0d0fb870ff4447","[2,64,4892,3498,4,6,22,79,3980,4,28682,4,5959,4,9,85,4,10,12,13114,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,18,19,28,33,20,35,30,5,13,3]","[2,4,5,7,6,7,12,14,16,9,7,12,12,19,19,19,9,3]","train"
"Gaff House, Jalan Raya Bukit Indah No. 4, RT.4/RW.2, Kampung Buaran, Ciputat, Kota Tangerang Selatan, Banten 15411, Indonesia","qqguh6h62b9u","5a0d2be7a9f516b1","[2,0,1049,4,6,22,104,51,7,80,4,38,11,33,4,40,949,4,295,4,8,29,16,4,23,1574,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,7,6,12,18,12,18,15,19,32,6,3]","[2,4,5,7,6,11,14,15,9,5,10,12,4,8,17,14,8,3]","test"
"Kompleks Kejaksaan, Jalan Wirakarya No. 3, RT.19, Pangeran, Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan 70122, Indonesia","qx3mr8bkur9b","59fb956bbc63c6cb","[2,273,4818,4,6,21060,7,58,4,636,4,618,4,157,18,4,8,157,4,44,16,4968,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,29,25,11,8,19,34,6,11,32,19,3]","[2,4,10,12,14,10,4,17,14,14,18,17,13,18,17,18,14,3]","train"
"Timur Kantor Bupati, Jalan A Yani, RT.1/RW.1, Dawuhan, Situbondo, Kab. Situbondo, Jawa Timur 68311, Indonesia","qw9h4jjbqgk4","59f6c07fcbf191b1","[2,13,201,7913,4,6,66,317,4,25,11,32,4,4342,4,876,4,9,876,4,10,13,10222,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,32,12,21,28,28,19,4,7,34,21,3]","[2,4,10,12,17,18,7,9,12,18,14,12,8,10,8,14,8,3]","train"
